UserID,Age,Gender,Height_cm,Weight_kg,Chest_cm,Waist_cm,Hip_cm,ShoulderWidth_cm,ArmLength_cm,LegLength_cm,PostureScore,ActivityLevel,StylePreference,ColorPreference,FitScore,SatisfactionScore,RecommendedSize,RecommendedStyle
410,20,Other,165,109,121,82,122,44,66,89,0.33630809441374976,Low,Traditional,Red,0.4833114486972939,0.7635020847203663,XL,Traditional
411,29,Other,156,91,116,111,92,41,56,94,0.3286043394798427,Medium,Traditional,Red,0.3359703073805115,0.5107920304988839,XL,Traditional
412,43,Other,163,64,102,89,92,42,53,71,0.2849132525524358,High,Sporty,White,0.15449323620603816,0.5567687198974907,XL,Sporty
413,33,Male,158,63,126,92,139,40,57,101,0.478283667511043,High,Sporty,Red,0.40032148248727994,0.411255187910329,M,Sporty
414,54,Male,164,73,115,116,136,56,62,95,0.18063669794131532,Medium,Formal,White,0.36649357916116343,0.4603372316027352,M,Formal
415,39,Female,170,118,74,111,101,35,53,75,0.48563073403212553,Low,Formal,Red,0.5595748419558734,0.11601738712300314,S,Formal
416,46,Male,184,104,112,68,107,38,55,72,0.7041755561946899,Medium,Formal,Green,0.6655094087572134,0.6729178242869764,XS,Formal
417,31,Male,151,62,117,113,131,48,74,102,0.029790504032622178,High,Casual,Red,0.9783254764450474,0.43244735960521374,XXL,Casual
418,45,Female,176,79,103,106,126,51,54,70,0.009779380305761864,High,Formal,Black,0.7283861861007325,0.8167675731295833,M,Formal
419,22,Male,151,87,109,60,132,54,79,74,0.07512291015450923,Medium,Casual,White,0.6437485324429233,0.1962872001430761,S,Casual
420,47,Male,184,55,80,103,124,52,61,82,0.5356600617281121,Low,Casual,Red,0.33509243426834256,0.20505509341883577,L,Casual
421,22,Female,167,93,119,94,101,45,53,88,0.8544550831854034,Medium,Formal,White,0.03450387649832598,0.6457595715306877,XL,Formal
422,29,Female,163,82,72,70,122,55,73,81,0.004884466020251943,Low,Formal,Black,0.28812512885469177,0.8460034233973969,XL,Formal
423,33,Female,169,108,127,93,98,48,78,94,0.936661304584681,Low,Casual,Red,0.7684479004596177,0.4721978386181753,XL,Casual
424,43,Other,167,113,102,75,87,43,58,104,0.1062785115705358,Medium,Sporty,Red,0.20527194080380173,0.7269538687331,S,Sporty
425,43,Other,159,52,80,68,131,49,53,81,0.8419835280582263,Medium,Traditional,Black,0.7121881936741145,0.9993299214930856,XL,Traditional
426,38,Female,174,78,85,91,87,46,68,99,0.48285476498294677,Low,Traditional,Black,0.5797798425694158,0.9902656397289281,M,Traditional
427,56,Female,151,92,87,74,121,44,73,74,0.659357387278844,Low,Traditional,Black,0.17185686975046488,0.7443368428217001,L,Traditional
428,53,Female,174,100,99,71,105,53,63,103,0.5106829844471824,Low,Sporty,White,0.26162480629182994,0.7395864896782488,XL,Sporty
429,50,Other,182,109,117,92,127,58,54,91,0.47704822517935463,Low,Casual,Black,0.4963036034864765,0.24761888719890568,S,Casual
430,47,Other,185,75,124,104,130,53,67,108,0.8348994283643915,High,Formal,White,0.41837470510784747,0.8335396315437738,L,Formal
431,54,Male,180,48,79,73,105,40,59,82,0.7558863795678163,Medium,Casual,Green,0.7785638475467596,0.40510212704712056,XL,Casual
432,40,Male,163,94,87,116,102,54,74,72,0.4834022365230042,Low,Casual,Red,0.734404642543247,0.9619939098668226,XS,Casual
433,27,Female,150,113,107,116,122,58,68,89,0.1116359293960616,Medium,Formal,Red,0.5745745034730171,0.08142768870693551,XL,Formal
434,22,Other,195,74,88,67,92,40,61,100,0.11540295931440814,Low,Sporty,Blue,0.8222747114729252,0.43584036887272604,XXL,Sporty
435,53,Other,165,103,105,67,107,42,67,74,0.8015394607190754,Medium,Traditional,Green,0.5626695406843086,0.5558404876834986,M,Traditional
436,51,Other,195,111,128,86,88,35,66,93,0.5293906213475335,Medium,Traditional,Black,0.9643892566572602,0.40515620708616484,L,Traditional
437,48,Female,152,119,82,71,99,56,79,109,0.4815891402193626,Low,Casual,Black,0.21722409915108143,0.21057919050494334,M,Casual
438,27,Male,184,89,125,60,135,51,73,102,0.6805668413607151,Low,Sporty,Green,0.7141319936021527,0.5929884887825099,XS,Sporty
439,36,Female,190,48,115,102,98,51,60,77,0.8588415834142603,Medium,Traditional,Black,0.36994413205446797,0.7559179146251376,XS,Traditional
440,49,Male,155,70,72,99,127,58,52,93,0.6288731444133052,Medium,Sporty,Blue,0.2789661944201939,0.6448385960201964,XXL,Sporty
441,18,Male,174,71,79,101,118,49,72,89,0.762847902346479,Medium,Formal,White,0.18038747596771287,0.2344488488080395,M,Formal
442,22,Female,162,90,107,110,130,41,66,85,0.765270524116957,High,Casual,Red,0.5525034762615438,0.7316079443685239,L,Casual
443,21,Male,183,108,70,70,91,53,50,81,0.35626144879295907,Low,Casual,Green,0.21546943274921126,0.25689780604456325,XS,Casual
444,33,Male,157,95,124,98,94,56,64,82,0.2740831956409957,High,Sporty,Red,0.20035085144840592,0.17520236292404,XS,Sporty
445,41,Other,170,94,125,102,110,59,77,108,0.8011640671751586,High,Traditional,White,0.9905319050838179,0.6906680154387221,XL,Traditional
446,33,Male,183,50,96,90,134,57,58,94,0.3771787917842435,Low,Sporty,Green,0.8017474168457608,0.8427872461139291,XXL,Sporty
447,19,Female,153,103,115,76,93,37,64,101,0.9033360065227052,Low,Formal,White,0.7482768202543754,0.4815394476965744,S,Formal
448,45,Female,174,59,77,92,90,56,77,93,0.06969069673011963,High,Traditional,Black,0.794060625882755,0.5313917931384378,XS,Traditional
449,49,Male,164,74,120,91,105,45,73,78,0.05821751207533965,Low,Traditional,Black,0.9689228737187425,0.30274757047123246,L,Traditional
450,44,Other,153,86,115,117,121,54,77,109,0.9270041601014083,Medium,Sporty,Black,0.5732766887532035,0.4946180151100322,L,Sporty
451,37,Other,194,81,111,88,106,53,78,92,0.6484549141814349,Medium,Formal,White,0.22024387740286056,0.1319829980124072,XL,Formal
452,41,Male,161,86,86,80,90,43,52,82,0.3795993564483323,High,Traditional,White,0.862209640753239,0.95583082968299,L,Traditional
453,29,Male,181,79,78,80,117,44,71,101,0.7550604148161828,High,Casual,White,0.7427307294540901,0.8003606536565963,XL,Casual
454,52,Female,181,50,75,99,113,36,76,84,0.6723268099936413,Low,Formal,Red,0.4143083123341731,0.6679730608221848,XS,Formal
455,50,Male,177,112,112,82,122,35,68,105,0.5312010468195962,Low,Traditional,White,0.47356949857464636,0.538194371684403,XS,Traditional
456,50,Other,162,62,94,115,98,50,62,74,0.09887334266265135,High,Sporty,Black,0.4112523984788691,0.7921691362279645,XS,Sporty
457,54,Male,180,117,108,65,85,52,61,91,0.8121795872927515,High,Traditional,Blue,0.9299421602290041,0.4947572395858043,XS,Traditional
458,29,Female,163,73,118,81,125,57,69,85,0.8660231906806247,Medium,Casual,White,0.34353161149829414,0.2999739081545325,S,Casual
459,20,Female,169,103,129,109,131,51,50,79,0.1721686885526491,Medium,Formal,Blue,0.9634842786561725,0.16037423516667204,XXL,Formal
460,18,Female,167,91,97,97,117,40,70,93,0.8505116519770667,Low,Traditional,Black,0.9102717712539499,0.6475855888018073,XXL,Traditional
461,50,Female,178,61,102,96,128,48,66,87,0.8778473110165642,Medium,Casual,White,0.6305211422481733,0.9294257450265141,S,Casual
462,57,Female,155,66,123,104,121,57,62,87,0.549428612288516,Low,Traditional,Red,0.5798217731000747,0.15361855350435116,XS,Traditional
463,27,Male,181,112,106,110,107,59,50,76,0.656179036222687,Low,Traditional,Red,0.3700892800699709,0.18001804505080676,L,Traditional
464,46,Male,178,113,78,113,80,49,59,73,0.3822373200144914,Low,Formal,Blue,0.01833838901064988,0.4336060334095351,XL,Formal
465,30,Male,192,81,87,67,114,48,64,95,0.281791647509266,Medium,Sporty,Red,0.12762318623775326,0.806899347919689,XXL,Sporty
466,29,Male,151,93,125,100,119,58,76,74,0.7219831469516448,High,Sporty,Red,0.7542313233495487,0.2939227289715046,M,Sporty
467,48,Female,172,57,128,108,87,56,76,85,0.8618751490158082,High,Casual,Red,0.47154012658816524,0.25391292467002813,XL,Casual
468,19,Other,168,78,90,94,138,37,79,104,0.6540775529557475,Medium,Casual,Black,0.1498381341879681,0.6199662914628339,M,Casual
469,52,Male,180,97,71,110,131,58,56,95,0.5115906106465492,High,Casual,Red,0.263960854131871,0.5356147818743319,M,Casual
470,40,Other,154,95,127,70,133,57,77,87,0.15892476684417156,Low,Formal,Green,0.9478368998469997,0.06022036444523626,XS,Formal
471,34,Male,168,47,112,83,126,53,71,98,0.05345871260481816,High,Sporty,White,0.3671328353102651,0.08148997730927654,M,Sporty
472,43,Male,183,86,128,108,135,59,67,92,0.44569179024674643,Medium,Casual,Red,0.9076819452191535,0.6430129801847662,XS,Casual
473,25,Other,159,76,129,80,86,46,65,83,0.04934956369742127,High,Casual,Red,0.3046358322935767,0.46512359914777957,S,Casual
474,46,Female,174,95,107,110,90,36,63,84,0.5693346319072251,Low,Traditional,Red,0.5432200943671609,0.970977191589147,L,Traditional
475,43,Male,151,90,127,61,118,37,76,102,0.3827291913177713,Low,Traditional,Green,0.02047708336219789,0.6785314107300647,M,Traditional
476,27,Male,160,65,109,99,83,52,77,94,0.7571891196819694,Medium,Casual,Red,0.5218751103735769,0.010073661993231453,L,Casual
477,43,Male,199,88,105,78,104,35,67,90,0.30564849683618345,Medium,Traditional,Red,0.6369420106106303,0.4810187798004618,XS,Traditional
478,51,Other,180,55,119,98,91,54,76,86,0.5929827009674321,Medium,Traditional,White,0.2343050993371779,0.4144479350354795,M,Traditional
479,58,Female,164,112,129,87,105,55,56,92,0.5376835217551005,Low,Traditional,Green,0.578937176205357,0.1067138599937687,XL,Traditional
480,24,Other,158,45,112,118,117,40,66,86,0.004712425522241159,High,Formal,Green,0.6471677720509855,0.92320883587219,S,Formal
481,21,Other,172,107,106,76,125,39,78,83,0.07238939826431035,High,Casual,Red,0.6868860783817565,0.8050112990817236,XXL,Casual
482,28,Female,168,68,84,65,91,35,67,98,0.2903682124860205,Medium,Casual,Green,0.7764033220221032,0.23008590842000187,S,Casual
483,46,Other,158,57,97,78,122,53,61,89,0.8822350810207651,High,Traditional,Blue,0.3113392429294165,0.2559807588429972,M,Traditional
484,53,Female,184,55,87,115,130,35,57,99,0.14701495489977856,High,Formal,Green,0.5677769564318782,0.032018053319450956,S,Formal
485,42,Male,170,95,103,97,132,55,71,88,0.7108943304605416,Medium,Traditional,Green,0.9815790297645944,0.29671745157904095,XXL,Traditional
486,38,Female,158,61,91,87,116,55,79,108,0.9733665661522873,Medium,Formal,Green,0.8981441706651572,0.5846220089133536,XL,Formal
487,53,Male,177,68,80,61,125,50,51,82,0.7905675526911552,Low,Casual,Black,0.9526654280983665,0.42084338838666824,L,Casual
488,27,Other,195,63,127,97,132,46,56,87,0.24294536168704395,Low,Traditional,Black,0.3861363985285714,0.9692554637196809,XL,Traditional
489,54,Other,156,81,126,114,103,56,53,92,0.9083652604130816,Low,Casual,Black,0.7869281058966617,0.056080169263670876,S,Casual
490,26,Male,165,52,82,96,95,42,67,102,0.09310715650839008,Low,Formal,Green,0.6198979517603478,0.5914301588990106,XXL,Formal
491,41,Other,165,72,73,110,136,50,77,108,0.46814194187073577,High,Sporty,Blue,0.08273508306224109,0.858309440507048,L,Sporty
492,52,Female,182,49,91,111,92,35,55,109,0.8875419077264137,High,Formal,Green,0.8239803891570654,0.4807409124097226,XXL,Formal
493,52,Male,153,61,76,63,104,38,76,87,0.6412657092568698,Low,Sporty,Red,0.6771012763573646,0.0029627205603968143,XL,Sporty
494,53,Other,153,80,112,81,133,44,58,78,0.41364456472769884,Low,Casual,Blue,0.1989173595152668,0.2428014998262752,XS,Casual
495,35,Male,188,63,123,85,133,45,76,102,0.2928128667371688,Medium,Casual,Black,0.07973855742946134,0.32376897566796614,XS,Casual
496,56,Female,189,108,93,108,136,51,58,101,0.37509940531834995,High,Traditional,White,0.8370221306483306,0.9659944945574624,L,Traditional
497,49,Female,166,55,73,102,131,59,63,86,0.5089417810092862,High,Sporty,Blue,0.07890182949120106,0.9117732818386994,L,Sporty
498,41,Other,186,98,97,95,133,57,57,88,0.3190439298728074,Low,Formal,Black,0.09135386536643664,0.9491705051076303,L,Formal
499,40,Female,188,89,84,117,83,41,68,96,0.9689678620822997,High,Casual,Blue,0.4274082879043153,0.8257584576169683,XS,Casual
500,49,Male,178,91,70,72,90,46,52,75,0.9330776530661451,Medium,Sporty,Blue,0.13479782841947707,0.3516477341139044,XL,Sporty
501,54,Female,185,56,124,111,111,55,67,104,0.8706714682143207,Medium,Formal,Green,0.9136695974427194,0.9058764220962006,L,Formal
502,29,Male,187,65,72,117,128,41,54,106,0.4218298355226534,High,Sporty,Red,0.4702839362632367,0.9816845059370488,XS,Sporty
503,30,Male,188,55,83,91,86,46,63,103,0.6913017693352289,Low,Formal,White,0.5691509806545715,0.3500713122749529,L,Formal
504,40,Female,199,49,107,76,125,49,77,89,0.9028293070359646,High,Formal,Black,0.9281060894780875,0.2605559659864489,L,Formal
505,42,Other,186,100,119,100,137,36,79,94,0.850429487678928,Medium,Formal,Blue,0.5302632256383486,0.5469162927822213,XXL,Formal
506,52,Female,184,64,126,95,90,48,53,73,0.41432701402020766,Low,Formal,White,0.35359114595731855,0.18715219259893,L,Formal
507,58,Male,156,85,70,114,107,47,56,79,0.1123860493222607,High,Sporty,Blue,0.7971551058158318,0.032624221406380216,XS,Sporty
508,47,Male,176,90,107,119,133,38,69,79,0.07563036383454946,Low,Sporty,Red,0.4428501974752107,0.9458311711158697,XL,Sporty
509,34,Female,177,56,107,105,120,48,74,93,0.5770640452257026,Low,Traditional,White,0.3184694256023054,0.9257406324414192,XS,Traditional
510,37,Other,171,114,90,78,102,48,77,90,0.6426279352109316,Medium,Sporty,Black,0.7232294586055346,0.16265385376212105,XS,Sporty
511,42,Other,163,61,117,117,124,50,61,80,0.8498426045970241,Low,Sporty,Blue,0.801605676613043,0.40774024692971944,L,Sporty
512,39,Male,156,63,98,119,102,41,51,96,0.29251502034103105,High,Traditional,Red,0.7917161675842714,0.8310363132726856,XXL,Traditional
513,30,Male,186,70,74,94,129,53,60,85,0.16747049055004248,Low,Sporty,White,0.9776744141287076,0.661000298820853,M,Sporty
514,36,Other,171,92,118,105,107,36,63,95,0.37900583317819947,Low,Formal,Blue,0.7866669488749627,0.3947875091707139,M,Formal
515,53,Female,154,96,79,99,122,44,71,99,0.35357512363227506,High,Casual,Blue,0.7699334359486862,0.744170997182819,M,Casual
516,29,Male,151,114,97,115,126,52,72,85,0.13246895401785475,Medium,Casual,Black,0.8574852537362202,0.8970473882101909,XS,Casual
517,58,Male,176,99,90,118,136,51,65,76,0.6722826525131521,Medium,Traditional,Red,0.00018519529544280822,0.926158330525868,L,Traditional
518,36,Other,170,119,119,87,105,39,69,85,0.508691940729376,High,Sporty,Green,0.36243141118777067,0.378849611922189,M,Sporty
519,29,Female,187,77,76,60,104,46,78,104,0.7211227561147663,High,Sporty,Blue,0.7376030960344221,0.17356068007281888,S,Sporty
520,26,Other,164,106,72,101,133,40,55,85,0.3526911201697347,Medium,Traditional,White,0.5997190111102774,0.9128388581939751,S,Traditional
521,24,Female,170,67,114,77,108,56,72,109,0.3257022115777023,Low,Casual,Black,0.17757200263161765,0.09255544586102826,S,Casual
522,45,Female,159,59,116,107,98,43,53,81,0.47257585304385563,High,Formal,Black,0.30373308908854535,0.7216883912281636,XL,Formal
523,31,Female,172,71,89,99,112,54,64,104,0.877407345395147,Low,Sporty,Blue,0.3367926110821068,0.14049731486080164,L,Sporty
524,48,Male,188,119,88,92,115,35,73,90,0.04028130673398034,High,Traditional,Blue,0.567828111172316,0.3893868546676922,XS,Traditional
525,36,Other,154,108,104,71,93,56,74,105,0.804832817296472,Medium,Formal,Blue,0.8315982964410764,0.41155574654502736,XS,Formal
526,33,Other,150,95,73,67,93,49,50,86,0.3689876126577565,Low,Traditional,Green,0.9324917797776798,0.15875791511208337,L,Traditional
527,22,Female,162,97,74,83,114,55,56,101,0.8546190257884777,Low,Traditional,Blue,0.750092412853639,0.922681434006612,XXL,Traditional
528,52,Male,170,95,70,75,109,40,74,75,0.8022030088358565,High,Traditional,Red,0.8429503901768098,0.0026681680092862647,XXL,Traditional
529,29,Male,175,91,73,109,107,53,61,93,0.3487612473960884,Low,Casual,White,0.4700959584515161,0.8938085432166306,XL,Casual
530,42,Other,199,48,81,63,96,52,59,96,0.693876535321616,High,Casual,Blue,0.3897753196222874,0.8838293234754855,L,Casual
531,38,Male,194,51,129,97,82,40,54,89,0.15963275677344013,Medium,Traditional,Green,0.39270853214421697,0.3169636536980016,XXL,Traditional
532,53,Male,170,79,96,103,95,47,61,94,0.896281552163788,Low,Sporty,White,0.6160385283399571,0.7042842698792755,XL,Sporty
533,40,Female,167,92,125,86,125,35,67,71,0.4044910644519094,High,Formal,Black,0.12423670555580901,0.2528089112983155,M,Formal
534,33,Male,186,117,111,68,109,57,59,78,0.4556256153552002,Low,Sporty,Blue,0.5794941827902612,0.7587735622539384,M,Sporty
535,56,Female,194,116,92,106,131,57,55,97,0.7057590510369849,High,Casual,White,0.6651328601837255,0.5611197417877434,XL,Casual
536,59,Other,181,89,94,75,108,47,77,107,0.820840236704851,High,Formal,Black,0.4389087402062388,0.30022545424765834,L,Formal
537,56,Male,185,116,90,115,124,41,61,72,0.2363427433282096,High,Traditional,Green,0.9531671767711674,0.4002347536376546,M,Traditional
538,31,Other,166,63,127,71,94,49,56,89,0.6613501398769954,Medium,Sporty,Red,0.6082132723795752,0.6898887322384035,L,Sporty
539,48,Other,184,107,121,90,125,46,67,75,0.3919980438891485,Low,Sporty,Blue,0.2199994722366252,0.906097449643783,XXL,Sporty
540,22,Male,198,82,93,83,135,35,51,108,0.3687029240039613,Medium,Traditional,Red,0.47921625743351626,0.13072651656727463,M,Traditional
541,52,Male,160,111,94,114,104,49,59,102,0.6900258239406547,High,Sporty,Green,0.675404437135294,0.5713639696691571,XXL,Sporty
542,40,Other,170,103,114,73,130,38,64,70,0.38718327415593434,High,Casual,White,0.323629124580479,0.25372919945711747,L,Casual
543,46,Male,175,113,124,104,117,47,79,106,0.34610850016440764,Medium,Traditional,White,0.07964160628902317,0.8013722498754592,L,Traditional
544,28,Female,153,57,115,84,121,57,61,75,0.8358884081262424,Medium,Sporty,Green,0.583435634710885,0.07023730586948107,S,Sporty
545,35,Female,183,91,101,93,138,59,75,103,0.10127612383100637,Low,Traditional,Green,0.94787016861968,0.6889557901711698,XL,Traditional
546,29,Male,197,105,124,62,126,39,66,84,0.6758926228302107,High,Formal,Blue,0.48507198556317377,0.1749460136910298,XS,Formal
547,26,Other,167,75,101,117,132,36,53,95,0.24872539379062464,Medium,Traditional,Black,0.9061090806470379,0.5963854184032292,XL,Traditional
548,27,Male,189,66,74,83,133,57,56,83,0.015498241826190307,High,Sporty,Red,0.835023588371694,0.835692587192692,L,Sporty
549,34,Male,184,87,105,113,131,35,79,76,0.16676426887269202,High,Casual,Red,0.14741278363398336,0.7550806621216796,L,Casual
550,55,Other,190,111,115,101,137,50,58,100,0.6066615297758677,Low,Traditional,White,0.7081699218355708,0.7529428876836373,XL,Traditional
551,24,Other,178,98,111,68,117,57,68,93,0.7091271914859374,Low,Traditional,White,0.43546552507197844,0.5178453121869052,L,Traditional
552,30,Female,178,54,118,85,102,40,77,100,0.021057783556320042,Low,Sporty,Blue,0.2502463252629369,0.8907455918497214,XXL,Sporty
553,57,Other,187,86,111,79,104,57,76,98,0.03642544330172015,Medium,Casual,Green,0.686938355666703,0.5881051982419979,M,Casual
554,59,Female,191,108,127,99,121,50,72,101,0.9025421148429531,High,Casual,Red,0.7426607186564214,0.9175179685495706,L,Casual
555,26,Other,170,65,108,69,86,48,56,86,0.07330581811371983,Medium,Formal,Blue,0.1798963187348388,0.5465224578324176,XL,Formal
556,44,Male,191,110,85,78,101,37,72,83,0.8941821586165712,Medium,Formal,White,0.9144446820562084,0.505965563020003,XL,Formal
557,19,Female,162,85,102,62,96,49,51,109,0.22816591375090578,Low,Sporty,White,0.751147243951441,0.22235301921031447,XL,Sporty
558,22,Female,198,68,118,83,97,37,55,105,0.7400178001582128,High,Casual,Red,0.9333754991419687,0.544786654030205,S,Casual
559,46,Female,190,79,90,64,128,57,67,93,0.30973324894601206,High,Casual,White,0.317073218763691,0.14058483124889698,XXL,Casual
560,54,Male,166,100,78,62,120,36,55,96,0.8587520256091838,Low,Formal,White,0.9393350157429868,0.8696902012595454,XXL,Formal
561,55,Male,158,74,75,117,89,35,62,94,0.7004548654243579,High,Formal,Black,0.36851765783838086,0.6758918887082934,S,Formal
562,36,Male,190,101,120,86,89,43,75,101,0.40181345860169515,Low,Sporty,Green,0.05396976142739174,0.9936354484929419,XXL,Sporty
563,25,Male,150,91,114,75,136,43,68,87,0.07630245417407955,Medium,Casual,White,0.7629693887090233,0.0920974277905231,S,Casual
564,18,Male,151,79,104,108,86,57,79,87,0.732700183870807,Medium,Traditional,Black,0.7035081440883408,0.24067274984528686,XXL,Traditional
565,39,Female,197,63,108,74,127,41,51,106,0.6168847559651816,Low,Formal,Blue,0.5979109922633324,0.8771586042661392,S,Formal
566,34,Male,178,52,91,94,129,37,61,95,0.0029117178337887406,Medium,Sporty,White,0.489893744384174,0.3952540997689177,S,Sporty
567,24,Female,182,70,110,71,117,52,64,78,0.009419855972445323,Medium,Casual,Blue,0.03216527032263139,0.46630298998189756,XXL,Casual
568,42,Male,159,115,123,100,106,45,63,104,0.8087929731926939,Low,Casual,White,0.6245972515201543,0.8606518873876169,S,Casual
569,21,Other,199,74,74,112,131,41,55,77,0.25939973880185385,Medium,Formal,Red,0.41683461522279364,0.5218232249499523,XXL,Formal
570,53,Female,189,51,111,103,112,43,67,89,0.6361336677280657,High,Sporty,Black,0.560209402740945,0.19347584941436813,S,Sporty
571,23,Other,170,111,92,85,80,35,54,91,0.45421441976524746,Medium,Traditional,Black,0.42932134196763627,0.8920301154097809,XL,Traditional
572,48,Female,177,109,86,106,123,48,67,88,0.8634300145217673,Low,Formal,Red,0.966056132765199,0.03106165642303349,XS,Formal
573,36,Other,160,80,81,93,132,54,52,99,0.9169611131024886,High,Sporty,Green,0.6041089011508471,0.8953962676434433,XXL,Sporty
574,56,Male,183,69,92,82,139,40,52,97,0.996807712678854,High,Casual,Black,0.7492363306024672,0.05052022667233469,S,Casual
575,44,Male,157,81,85,90,113,41,71,104,0.15368413580724682,Medium,Traditional,Blue,0.9363469474710833,0.6658493646001281,XL,Traditional
576,27,Male,171,45,72,109,83,44,71,80,0.8629640464754754,High,Sporty,Black,0.5915993229167397,0.07167937967533466,XS,Sporty
577,43,Female,157,59,99,79,96,41,59,100,0.2660213767288018,Low,Traditional,Green,0.012062517822400753,0.7062129859650655,S,Traditional
578,36,Other,198,81,126,71,83,36,68,108,0.5908158748955077,High,Sporty,Blue,0.03429167831054236,0.03397132133295089,XS,Sporty
579,56,Male,164,57,91,82,122,38,52,105,0.5057728338692109,Medium,Sporty,Blue,0.7023384341018618,0.8424577277107875,XXL,Sporty
580,20,Other,166,52,78,63,133,55,78,99,0.017988131572387656,Medium,Sporty,Red,0.2790851361512835,0.46594395092998475,XS,Sporty
581,30,Other,172,49,98,82,105,51,61,92,0.9327712799060948,High,Sporty,White,0.5793797273479487,0.09345391266887793,M,Sporty
582,45,Male,173,104,116,107,83,35,78,88,0.07832705514921845,Low,Traditional,Red,0.20227718109066894,0.7068194450101439,L,Traditional
583,37,Male,194,117,106,114,80,44,65,81,0.6882189194077358,Low,Formal,White,0.27024887506171413,0.4892901575037625,M,Formal
584,45,Other,168,45,92,107,86,53,66,84,0.7850068362082621,Medium,Traditional,Red,0.5046410559480753,0.19094885887544288,XXL,Traditional
585,25,Male,154,80,82,60,109,49,56,100,0.7952878490476842,Medium,Sporty,White,0.9755694633560821,0.015672373888725777,XXL,Sporty
586,58,Male,181,79,101,113,129,44,62,106,0.1354945189288448,Low,Traditional,Black,0.6162704892091916,0.41799825972553717,XS,Traditional
587,56,Male,193,110,115,84,88,53,73,106,0.4475699505079721,High,Traditional,Blue,0.9361481045130232,0.08562923072853557,XL,Traditional
588,18,Female,150,107,121,61,114,46,51,84,0.8294288704339798,High,Traditional,White,0.9593798543869475,0.0941696982472372,S,Traditional
589,20,Other,172,67,116,89,87,58,53,98,0.30267921037875467,High,Sporty,Black,0.20810999642050743,0.26732954836267686,L,Sporty
590,30,Other,186,53,117,62,103,50,59,95,0.4677486753746636,High,Traditional,Green,0.31119360246894445,0.6304582972424243,S,Traditional
591,45,Female,157,78,92,117,98,43,56,71,0.2727938926998458,Low,Casual,Red,0.7699922812187041,0.5299106085609492,XL,Casual
592,42,Other,162,90,114,80,115,49,73,89,0.46355141788532417,Medium,Sporty,Green,0.8667640022913439,0.0689873082586806,XXL,Sporty
593,50,Male,157,48,86,84,129,51,66,84,0.8878379225928801,Medium,Traditional,Black,0.5192267441895277,0.9684312758924698,L,Traditional
594,55,Other,172,74,124,79,131,48,69,73,0.45512423103276944,High,Casual,Green,0.9932260672805492,0.8871686882945911,M,Casual
595,23,Male,192,119,109,108,138,52,55,91,0.5559120170743204,Low,Traditional,Green,0.011572198755270269,0.25922548714515825,XXL,Traditional
596,49,Female,150,116,90,111,122,36,68,107,0.40397628330308355,Low,Formal,Black,0.29959265558521564,0.12233857596214126,XXL,Formal
597,38,Male,194,47,71,81,106,38,54,92,0.4601171832033255,High,Traditional,Blue,0.6231617537445798,0.9424028647569902,XS,Traditional
598,33,Other,173,58,106,80,111,52,59,95,0.0151741990464217,High,Traditional,White,0.46928991093748285,0.4611417778806999,XL,Traditional
599,38,Other,184,104,75,92,93,41,58,80,0.283745509960456,High,Formal,Red,0.11660296642880075,0.3111669647714358,XS,Formal
600,28,Other,173,89,113,111,136,47,76,97,0.4365817217418244,Medium,Sporty,White,0.3677870854805636,0.4903580351651874,XS,Sporty
601,54,Female,166,78,87,97,97,49,62,71,0.6337969759927289,High,Formal,Red,0.025447143295039054,0.7727441445464122,S,Formal
602,53,Female,154,89,99,74,107,59,68,77,0.45005193055389214,Medium,Sporty,White,0.6427460460752794,0.1683852983030545,XXL,Sporty
603,52,Other,169,105,91,117,139,57,70,98,0.33781704332156404,Low,Formal,Green,0.8927425429963552,0.7674958335093072,XL,Formal
604,36,Male,170,60,123,117,108,56,73,80,0.3880987353441572,Low,Traditional,Blue,0.8848741237834589,0.7494467879338654,XS,Traditional
605,37,Female,189,110,102,105,95,35,55,106,0.24229332920046653,Medium,Traditional,Green,0.6995444737655465,0.5393482048408798,M,Traditional
606,35,Other,180,84,99,111,114,45,53,87,0.9244942827740529,Medium,Sporty,Blue,0.46577019549792753,0.8658422887495817,L,Sporty
607,58,Other,195,61,86,74,126,44,73,83,0.5217432257909146,Medium,Sporty,Black,0.5120316186914897,0.13214337816986055,XL,Sporty
608,31,Female,185,78,112,105,138,59,76,79,0.013409453872123112,Medium,Casual,Red,0.1369188239956629,0.5954790066656731,S,Casual
609,32,Female,160,60,101,84,138,39,52,104,0.019446258419546614,High,Casual,Red,0.34101709311920303,0.4493430525018216,XL,Casual
610,48,Female,164,104,111,80,110,50,52,78,0.9729616349520416,Low,Traditional,Black,0.18772807549827364,0.4222921128358317,XXL,Traditional
611,18,Male,168,110,120,83,83,45,53,104,0.22145089137324503,High,Traditional,White,0.8212002033499546,0.25256107126952543,S,Traditional
612,20,Male,156,110,83,116,116,55,74,80,0.8056082888143147,Medium,Casual,Black,0.9147539013379598,0.37227965680990804,L,Casual
613,33,Other,177,57,127,117,96,40,54,81,0.05827530156057448,High,Casual,Black,0.536923261420117,0.10815075602366575,M,Casual
614,40,Female,192,100,79,64,118,43,57,72,0.9211627366945491,High,Sporty,Blue,0.7277640405129441,0.2515989697648252,XS,Sporty
